Nombre,AI keywords,Resumen generado por la IA,País,URL,Instituciones,Destinatarios,Fecha de cierre,Publicar,Geolocation,Latitude,Longitude,Entidad
2024 American Art Awards,,2024 Art Awards,,https://americanartawards.com/register-to-enter-3/,,,"September 2, 2024",No,,,,
Chalk Hill Artist Residency Program,,Chalk Hill Artist,,https://www.chalkhillresidency.com/2021-residency-program-details,,,"September 2, 2024",No,,,,
Printmaking Barcelona Residency Program,,,,https://printmakingbarcelona.com/residencias/,,,"September 2, 2024",No,,,,
Residencias 2024,,2024,,https://www.accioncultural.es/es/residencias-2024,,,"September 2, 2024",No,,,,
2024 LUCIE SCHOLARSHIP PROGRAM,,LUCIE SCHOLARSHIP,,https://www.luciefoundation.org/programs/scholarship/,,,"September 2, 2024",No,,,,
Visitantes 2024,,Visitantes 2024,,https://www.accioncultural.es/es/visitantes-2024,,,"September 2, 2024",No,,,,
2025 RESIDENCIES,,,,https://willapabayair.org/,,,"September 2, 2024",No,,,,
Visual Arts Grants,,Visual Arts Grants,,https://robertlehmanfoundation.org/guidelines.php,,,"September 2, 2024",No,,,,
3° Bienal Nacional de Dibujo - San Juan 2024,"Arte en San Juan, Bienal Nacional de Dibujo, Concurso de Dibujo",,,https://linktr.ee/museo_franklin_rawson,,,"September 1, 2024",No,,,,
PAR Art Residence Program: Media Beca,,PAR Art,,https://linktr.ee/Par.Residence,,,"September 1, 2024",No,,,,
"Convocatoria DEMOARTE 2024 para pintura orgánica y digital, escultura y fotografía","Pintura, escultura, fotografía","DEMOARTE 2024: Pintura, Escultura, Foto",,https://www.recursosculturales.com/convocatoria-demoarte-2024-para-pintura-organica-y-digital-escultura-y-fotografia/,,,"September 1, 2024",No,,,,
Play at ESNS,,Play at ESNS,,https://esns.nl/en/festival/play-at-esns/,,,"September 1, 2024",No,,,,
Sustainability Management 2023,"Cursos de Sostenibilidad, Gestión de Sostenibilidad, Programa de Gestión Ambiental",Sust. Mgmt 2023,,https://www.screeninstitute.eu/courses/sustainability-management-2024,,,"September 1, 2024",No,,,,
Residencia y Exposición Internacional sobre Territorio – 100% Virtual,"Exposición Internacional, Residencia Internacional, Territorio",Exposición Internacional Territorio,,https://www.recursosculturales.com/residencia-arte/,,,"September 1, 2024",No,,,,
Convocatoria Bienal Nacional de Dibujo San Juan 2024,Dibujo,Convocatoria Dibujo San Juan,Argentina,https://hipermedula.org/2024/07/convocatoria-bienal-nacional-de-dibujo-san-juan-2024/,,,"September 1, 2024",No,,,,
Premio SM de Literatura Infantil El Barco de Vapor 2024,Premio SM de Literatura Infantil,Premio SM Lit Inf El Barco 2024,España,https://www.recursosculturales.com/premio-sm-de-literatura-infantil-el-barco-de-vapor/,,,"September 1, 2024",No,,,,
"Convocatoria Visión y Presencia, Uruguay","Arte, Convocatoria, oportunidad para artistas",Visión y Presencia,Uruguay,https://hipermedula.org/2024/07/convocatoria-vision-y-presencia-uruguay/,,,"September 1, 2024",No,,,,
Full Circle: The Speed of Light,,Full Circle: Vel. de Luz,,https://mosaicartcollective.com/,,,"September 1, 2024",No,,,,
KHN RESIDENCY,"KHN Residency, oportunidad para artistas, residencia de artistas",KHN,Estados Unidos,https://www.khncenterforthearts.org/residency,,Residencia de Artistas,"September 1, 2024",No,,,,
LV CERTAMEN INTERNACIONAL DE ARTE DE LUARCA (CNAL),"Certamen Nacional, Convocatoria, Premio Internacional",Certamen Arte Luarca,España,https://www.injuve.es/gl/convocatorias/premios/lv-certamen-nacional-de-arte-de-luarca,,,"September 1, 2024",No,,,,
Residencia Un Balcón y Un Árbol,residencia de artistas,Un Balcón y Un Árbol,Argentina,https://hipermedula.org/2024/07/residencia-un-balcon-y-un-arbol/,,,"September 1, 2024",No,,,,
"Premio Peabody a las Artes abre su convocatoria 2024, con temática música",Música,Premio Peabody 2024 - Música,Argentina,https://www.recursosculturales.com/premio-peabody/,,,"September 1, 2024",No,,,,
Premio a la Práctica Museística Destacada,,Premio Práctica Museística,,https://cimam.org/cimam-outstanding-museum-practice-award/ompa-2024-nomination-form/,,,"September 1, 2024",No,,,,
XXI CERTAMEN INTERNACIONAL DE FOTOGRAFÍA SOBRE PAT...,,XXI Cert. Int. Fotografía Pat.,,https://incuna.es/convocado-el-xxi-certamen-internacional-de-fotografia-sobre-patrimonio-industrial-incuna-2024/,,,"September 1, 2024",No,,,,
AMS Weather Band Photo Contest 2024,,AMS Weather Band Photo Contest,,https://amsweatherband.org/index.cfm/weatherband/weather-band-photo-contest/,,,"September 1, 2024",No,,,,
Becas DAAD para giras de conciertos de estudiantes y doctorandos en Alemania,Becas de Intercambio,Giras de conciertos en Alemania,Alemania,https://www.argentina.gob.ar/educacion/campusglobal/becas-extranjero/daad-conciertos-alemania,DAAD (Deutscher Akademischer Austauschdienst),"Grado, Posgrado","September 1, 2024",No,"52.52001, 13.40495",52.52001,13.40495,
DESPLAZAMIENTOS #1,Residencia para artistas,Desplazamientos #1,,https://app.datarte.art/convocatorias/desplazamientos-1,,,"August 31, 2024",No,,,,
Residencia en Buenos Aires,"Residencia para artistas, Residencias Artísticas, oportunidad para artistas",Arte en Buenos Aires,,https://app.datarte.art/convocatorias/residencia-arte-buenos-aires-oct,,,"August 31, 2024",No,,,,
(OFFSET)/1,,Convocatoria Artistas,,https://es.artealdia.com/Convocatorias/(offset)/1,,Curaduría,"August 31, 2024",No,,,,
Convocatoria abierta al Premio Internacional Dramaturgia Invasora,teatro,Premio Dramaturgia Invasora,España,https://www.recursosculturales.com/premio-dramaturgia-invasora/,,,"August 31, 2024",No,,,,
Green Product Award: convocatoria de productos y conceptos ecológicos,Convocatoria de productos y conceptos ecológicos,Green Prod Award: convocatoria ecológica,,https://www.recursosculturales.com/green-product-award/,,,"August 31, 2024",No,,,,
Amazon convoca al Premio Literario Kindle Storyteller 2024,Premio Literario,Premio Literario Kindle 2024,Iberoamérica,https://www.recursosculturales.com/premio-literario-amazon-kindle-storyteller/,,,"August 31, 2024",No,,,,
Beca de Fotoperiodismo Ian Parry (IPPG) para fotógrafos jóvenes y emergentes,fotografía,Fotoperiodismo Ian Parry,United Kingdom,https://www.recursosculturales.com/beca-de-fotoperiodismo-ian-parry/,,,"August 31, 2024",No,,,,
Programa de Residencias Artísticas Internacionales,,Artísticas Int. 2024,,https://centrodearte.fmjj.org/,,,"August 31, 2024",No,,,,
Imagen Regional 10,,Img Reg 10,,"https://validate.perfdrive.com/7ae6c71cf9a39216e0012edc82d9361f/?ssa=cf8327c2-e701-48ad-9076-af8e0f30694b&ssb=22321335351&ssc=https%3A%2F%2Fwww.banrepcultural.org%2Fprogramas%2Fimagen-regional%2Fimagen-regional-10&ssi=44e7df7b-c583-43e6-9cb1-afb472467496&ssk=support@shieldsquare.com&ssm=47202049734115473102988573621000&ssn=2ad4d68d8f66ca27a56da05f129a6649cd240d46f956-c7d5-48e2-8932a3&sso=8ed96017-4ec9ca0d9d2cd49e5e424ee196eedada7e4e461b6d05eee5&ssp=45293568951724681515172466328682468&ssq=25362892414300748936924143850321709166506&ssr=MTkwLjIxMC4xOTIuMjM2&sst=Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20HeadlessChrome/125.0.6422.26%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJyZCI6ImJhbnJlcGN1bHR1cmFsLm9yZyIsIl9fdXptZiI6IjdmNjAwMGUyNmYyN2YxLTk1ZWEtNDUxNi1iNTI4LWQ2MGMzNDg1ZjgzNjE3MjQ2MjQxNDMzMzIwLWI0N2RjMGRhNGQ1YjViNWExMCIsInV6bXgiOiI3ZjkwMDA3MzFhNjJiYS00NDkwLTQ5NjctYjI5Yy0xMTE2MmMwZTBiODMxLTE3MjQ2MjQxNDMzMzIwLTBhYjc1MWUyZTU2YzdkY2UxMCJ9",,,"August 31, 2024",No,,,,
BROKEN FORMS,,Formas Rotos,,https://www.loosenart.com/pages/calls,,,"August 31, 2024",No,,,,
CALL FOR WORK – LIGHT SENSITIVE,,Luz Sensible,,https://artintersection.com/event/call-for-work-light-sensitive-2024/,,,"August 31, 2024",No,,,,
99th Annual Open Water Exhibition 2024,"concurso de arte, convocatoria de exposición, exposición de arte",99th Open Water Exhibition,,https://cspwc.ca/99th-annual-open-water-exhibition-2024-call-for-entry-information/,,,"August 30, 2024",No,,,,
Open Call August 2024: Still Life,"Convocatoria Abierta, premio de arte mensual",Still Life Aug 2024,,https://boynesartistaward.com/monthly-art-award,,,"August 30, 2024",No,,,,
Residencia con B-MURALS,,B-MURALS 2024,,https://app.datarte.art/convocatorias/b-murals-residencia-2024,,,"August 30, 2024",No,,,,
The Golden Foundation Residency Program,,Golden Found.,,https://www.goldenfoundation.org/application/application-process/,,,"August 30, 2024",No,,,,
Residencias Artísticas Internacionales Centro De Arte FMJJ 2024,"Centro De Arte FMJJ, Residencias Artísticas",Centro De Arte FMJJ 2024,,https://www.recursosculturales.com/programa-de-residencias-artisticas-fmjj-en-la-coruna/,,,"August 30, 2024",No,,,,
"8th Annual ""Patterns, Textures & Forms"" Online Art...",,"8th ""P, T & F"" Art Comp",,https://lightspacetime.art/8th-patterns-textures-forms-art-competition-2024/,,,"August 29, 2024",No,,,,
Concurso VIII Edición concurso de pintura y VII Edición concurso de Dibujo y Grabado FPMC,Artes Visuales,Concurso Pintura y Dibujo FPMC,España,https://www.recursosculturales.com/concurso-fpmc/,,,"August 29, 2024",No,,,,
The East London Art Prize 2025,,East London Art Prize 2025,,https://bowarts.org/nunnery-gallery/east-london-art-prize/,,,"August 29, 2024",No,,,,
Arnold Newman Prize 2024 para Nuevas Direcciones en Retratos Fotográficos,"Premio Arnold Newman, Premio Internacional de Fotografía, Retratos Fotográficos",Arnold Newman Prize 2024,,https://www.recursosculturales.com/arnold-newman-portrait-prize/,,,"August 28, 2024",No,,,,
Gallery 4%: Figurative Contest,Premio Internacional,Gallery 4%: Contest Figurativo,Estados Unidos,https://www.gallery4percent.com/forms-and-figures,,,"August 28, 2024",No,,,,
"3ª edición de ""El verano de nuestras vidas""",,Verano de nuestras vidas III,,https://culturainquieta.com/arte/fotografia/el-verano-de-nuestras-vidas-cultura-inquieta-lanza-la-iii-edicion-de-su-concurso-de-fotografia-estival/,,,"August 27, 2024",No,,,,
Verge Regional Residency Program,,Verge Reg.,,https://vergecontemporary.org/residencies/verge-regional-residency-program/,,,"August 26, 2024",No,,,,
XVI CERTAMEN DE PINTURA RÁPIDA NOCTURNA “VILLA DE ...,,XVI Cert. Pintura Nocturna,,https://govclipping.com/subsidies-state-aid/es/61341-xvi-certamen-pintura-rapida-nocturna-villa-san-clemente-2024,,,"August 26, 2024",No,,,,
Small Works 2024,,Small Works 2024,,https://mainstreetartscs.org/exhibitions/small-works-2024/,,,"August 26, 2024",No,,,,
Arte: Voces y Visiones para la transformación,,Arte: Voces y Visiones,,https://franquearte.com/vocesyvisiones/,,,"August 25, 2024",No,,,,
Vashon Artist Residency,,Vashon Artist,,https://vashonartistresidency.com/faqs-home,,,"August 25, 2024",No,,,,
COMUNITARIA: RESIDENCIA DE ARTE CONTEMPORÁNEO Y PR...,,,,https://residenciacomunitaria.com.ar/web/home,,,"August 25, 2024",No,,,,
Fotomaratón 2024,Concurso Fotográfico,,Colombia,https://app.datarte.art/convocatorias/fotomaraton-2024,,,"August 22, 2024",No,,,,
Aviário Studio Multidisciplinary Residency,,,,https://www.aviariostudio.eu/details,,,"August 22, 2024",No,,,,
3rd Edition Daniele Tamagni Grant 2024-2025,,,,https://www.danieletamagni.com/third-edition/,,,"August 22, 2024",No,,,,
The 15th edition of the Carmignac Photojournalism ...,,Carmignac Photojournalism 15th,,https://www.fondationcarmignac.com/en/Overfishing-in-Southeast-Asia-an-ecological-and-human-drama-carmignac-award/,,,"August 21, 2024",No,,,,
Carmignac Photojournalism Award 2024,,Carmignac Photojournalism Aw.,,https://www.fondationcarmignac.com/en/Overfishing-in-Southeast-Asia-an-ecological-and-human-drama-carmignac-award/,,,"August 21, 2024",No,,,,
III MUESTRA INTERNACIONAL DE CINE POÉTICO,Artistas,III MUESTRA CINE POÉTICO,España,https://app.datarte.art/convocatorias/maldito-festival-de-videopoesia-315,,,"August 21, 2024",No,,,,
Across America - Photography Exhibition,,Exhibición Fotográfica,,https://www.theartcenterdover.com/index.php,,,"August 20, 2024",No,,,,
2024 Pacific States Biennial North American Juried...,,,,https://hilo.hawaii.edu/depts/art/psbn-2024/,,,"August 20, 2024",No,,,,
"VIII CONCURSO DE PINTURA, DIBUJO Y GRABADO",Artes Visuales,VIII CONCURSO PINTURA Y DIBUJO,España,https://app.datarte.art/convocatorias/concurso-pintua-dibujo-grabado-2024,,,"August 20, 2024",No,,,,
ENDLESS SUMMER 2024 - Online All Media Exhibit,,,,https://elkgrovefineartscenter.org/exhibitions/,,,"August 20, 2024",No,,,,
5° CONCURSO INTERNACIONAL DE FOTOGRAFÍA: POSTALES ...,,5° Conc. Int. Fotografía,,https://ffiel.info/gto-bases/,,,"August 20, 2024",No,,,,
9º CONCURSO INTERNACIONAL DE FOTOGRAFÍA,,9º Conc. Int. Fotografía,,https://ffiel.info/cif-bases/,,,"August 20, 2024",No,,,,
Expression in Plein Air 2024,,,,https://elkgrovefineartscenter.org/exhibitions/expressions-in-plein-air-september-2024/,,,"August 19, 2024",No,,,,
Beca de Investigación Il Posto Primavera 2024,"Beca de Investigación Il Posto, Beca de investigación",Il Posto Primavera 2024,Chile,https://hipermedula.org/2024/07/beca-de-investigacion-il-posto-primavera-2024/,,,"August 18, 2024",No,,,,
Premio Ca.Sa 2024,Artistas,Premio http://ca.sa/ 2024,Chile,https://hipermedula.org/2024/07/premio-ca-sa-2024/,,,"August 18, 2024",No,,,,
Head On Photo Awards | Open for Entries | convocatoria abierta,fotografía,,Australia,https://www.recursosculturales.com/head-on-photo-awards/,,,"August 18, 2024",No,,,,
Call for Art- minimal,,Call for Art - minimal,,https://art-fluent.com/calls-for-art/minimal-prospectus/,,,"August 18, 2024",No,,,,
II Miniprint Internacional Galicia 2024,,Miniprint Intl Galicia 2024,,https://miniprint-galicia.gal/es/inicio-3/,,,"August 18, 2024",No,,,,
11 PREMIO DE FOTOGRAFÍA CIUDAD DE BADAJOZ 2024,"Convocatoria de Pintura, Premio Exposición Colectiva, Premio Internacional de Fotografía",Premio Fotografía Badajoz 2024,España,https://www.aytobadajoz.es/es/ayto/especiales/especial/55521/premios-ciudad-de-badajoz-2024/,,,"August 17, 2024",No,,,,
CONVOCATORIA PARA LA SELECCIÓN DE UN/A ARTISTA CAT...,,Selección Artista CAT,,https://www.bmurals.com/convocatorias,,,"August 17, 2024",No,,,,
Hypatia-in-the-Woods Residency,,Hypatia-in-the-Woods,,https://hypatiainthewoods.org/apply/,,,"August 17, 2024",No,,,,
17 Premio de Pintura Ciudad de Badajoz 2024,,Premio Pintura Badajoz 2024,,:,,,"August 17, 2024",No,,,,
"Planes, Trains and Automobiles Exhibit",,"Exhibición: Aviones, Trenes y Autos",,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fdocs.google.com%2Fforms%2Fd%2Fe%2F1FAIpQLSf1s1l2G5b9-CgaSNqAtwy5tHcZAQUUT12DpPzHP9lqomyP1g%2Fviewform&followup=https%3A%2F%2Fdocs.google.com%2Fforms%2Fd%2Fe%2F1FAIpQLSf1s1l2G5b9-CgaSNqAtwy5tHcZAQUUT12DpPzHP9lqomyP1g%2Fviewform&ifkv=AdF4I77ZjsNr3rPDTgDAUTSS4F4mKFPhbY2wIdH9sTvjNOUq4NPELBwJLW6AQ7wdiSwQv3yaRb32lQ&ltmpl=forms&osid=1&passive=1209600&service=wise&flowName=GlifWebSignIn&flowEntry=ServiceLogin&dsh=S1964426629%3A1722368922559281&ddm=0,,,"August 17, 2024",No,,,,
18 PREMIO DE ESCULTURA CIUDAD DE BADAJOZ 2024,,Premio Escultura Badajoz 2024,,https://www.aytobadajoz.es/files/archivos/ayto/2024_04/18_pcdb_escultura_bases.pdf,,,"August 17, 2024",No,,,,
Laboratório de Inovação Social | Coesao Social,"Proyectos internacionales, innovación, oportunidad para artistas",Lab Inov Social,Portugal,https://coesaosocial.cm-porto.pt/laboratorio-de-inovacao-social/laboratorio-de-inovacao-social?utm_source=phpList&utm_medium=email&utm_campaign=Candidaturas+abertas+%7C+Laborat%C3%B3rio+de+Inova%C3%A7%C3%A3o+Social&utm_content=HTML,,,"August 16, 2024",No,,,,
IACA Mini-Grants,oportunidad para artistas,IACA Mini-Grnts,Estados Unidos,https://www.integrityaca.org/grantprogram.html,,,"August 16, 2024",No,,,,
Forma. Espais d’art contemporani Balaguer - 2024,Premio Internacional,,España,https://www.forma.cat/?mc_cid=f2809328c3&mc_eid=2e524b8e3a,,,"August 16, 2024",No,,,,
Trillium Arts,"Residencias Artísticas, oportunidad para artistas, residencia de artistas",Trillium Arts,Estados Unidos,https://www.trilliumartsnc.org/artist-residencies,,,"August 16, 2024",No,,,,
"UNREAL & NON-REPRESENTATIONAL 4 i.e., ABSTRACT Jur...",,UNREAL & NON-REPRESENTATIONAL 4,,https://www.gallery4percent.com/unreal-and-non-representational,,,"August 16, 2024",No,,,,
"""Wet Paint"" 2024",Convocatoria,Wet Paint 2024,Estados Unidos,https://www.colorsofhumanityartgallery.com/Wet-Paint-2024-Prospectus-and-Entry/Wet-Paint-2024-Prospectus-and-Entry/n-rZvVpx,,,"August 15, 2024",No,,,,
Artist Residency at Edgewood Farm,Residencia para artistas,,Estados Unidos,https://www.castlehill.org/opportunities#edgewood-residency,,,"August 15, 2024",No,,,,
"La Idea Continúa - Taller de video expandido, auto...",,Taller video exp. auto,,https://linktr.ee/laflechadelarte,,,"August 15, 2024",No,,,,
EXTENDED DEADLINE Residencia en la Amazonía Peruana,residencia de artistas,Ext. Deadl. Amaz. Peruana,Colombia,https://app.datarte.art/convocatorias/cosmica-lab-318,,,"August 15, 2024",No,,,,
Congreso Internacional de Archivos Audiovisuales de Arte,residencia de artistas,Congreso Internacional de Archivos Audiovisuales de Arte,Colombia,https://hipermedula.org/2024/07/congreso-internacional-de-archivos-audiovisuales-de-arte/,,,"August 15, 2024",No,,,,
Temporary Public Art Program,,,,https://www.nanaimo.ca/parks-recreation-culture/public-art/temporary-public-art-program,,,"August 13, 2024",No,,,,
Mural en Serbia (solo artistas catalanes),Open Call B-Murals Residencies,Mural en Serbia (artistas cat.),Serbia,https://app.datarte.art/convocatorias/mural-serbia-2024,,,"August 12, 2024",No,,,,
8° CONCURSO ABIERTO DE PINTURA,"Concurso de Pintura, Convocatoria de Pintura",8° Conc. Abierto Pintura,Argentina,https://www.fundacionfederada.org.ar/noticias/convocatoria-abierta-8-concurso-de-pintura/,,,"August 11, 2024",No,,,,
DAY OF THE DEAD,,Día de Muertos,Estados Unidos,https://www.mkartcenter.org/calls.html,,,"August 11, 2024",No,,,,
Lush: Group Exhibition,,,,https://lushgroupexhibition.artcall.org/,,,"August 11, 2024",No,,,,
2024 Annual Juried Photography Show & Sale,,2024 Fotografía Show & Venta,,https://lodiartcenter.org/2024-annual-photography-show,,,"August 11, 2024",No,,,,
XXIII CONCURSO NACIONAL DE PINTURA VILLA DE SOTILL...,,XXIII Conc. Nac. Pintura Sotillo,,https://www.mundoarti.com/concursos/COR3279/xxiii-concurso-nacional-de-pintura-villa-de-sotillo-2024/,,,"August 10, 2024",No,,,,
The essence of connections,,Esencia de conexiones,,https://linktr.ee/eARThgallery,,,"August 10, 2024",No,,,,
Open Call! Residencia artística interdiciplinaria en La Zona,"La Zona, Open Call Residencia, Residencia artística interdisciplinaria",Art. interdisc. en La Zona,Argentina,https://www.recursosculturales.com/residencia-la-zona/,,,"August 9, 2024",No,,,,
Convocatoria Solanas Art Experience,"Convocatorias, Premio Internacional, Residencias Artísticas",Solanas Art Experience,Uruguay,https://hipermedula.org/2024/07/convocatoria-solanas-art-experience/,,,"August 9, 2024",No,,,,
Premios Mallorca de Fotografía Contemporánea 2024,,Premios Mallorca Fotografía 2024,,https://web.conselldemallorca.es/es/destacado,,,"August 9, 2024",No,,,,
Future Stars: 5th Edition,,,,https://www.theholyart.com/futurestars,,,"August 9, 2024",No,,,,
Convocatoria Bienal Internacional de Arte Visual Universitario,"Arte, Convocatorias, Premio Internacional",Convocatoria Bienal Arte Visual,México,https://hipermedula.org/2024/07/convocatoria-bienal-internacional-de-arte-visual-universitario/,,,"August 8, 2024",No,,,,
"Elemental: Earth, Fire, Water, Air",Convocatoria,"Elem: Tierra, Fuego, Agua, Aire",,https://mdfedart.com/portfolio/296/,Estados Unidos,,"August 7, 2024",No,,,,
Future Vision: Public Art Billboard Series + Exhib...,,Public Art Billboard Series,,https://www.saveartspace.org/untitledspace,,,"August 7, 2024",No,,,,
Autumn Expressions,,Expresiones Otoñales,,https://santaclaritaarts.com/galleries/callsforentries/,,,"August 7, 2024",No,,,,
NATURE AND HUMANS CONCURSO FOTOGRÁFICO,Premio Internacional de Fotografía,Concurso Fotográfico Nature,España,https://natureandhumans.com/bases/,,Destacar,"August 6, 2024",No,,,,
International Juried Photography Exhibition: THE S...,,Exhibición Fotográfica Internacional,,https://www.praxisphotocenter.org/main-sub-no-3,,,"August 6, 2024",No,,,,
"Festival Diente de León. Tendencias Escénicas y Activismo, 3a. edición","Activismo Escénico, Festival Diente de León, Tendencias Escénicas",Fest. Diente de León 3a ed.,Argentina,https://www.recursosculturales.com/festival-diente-de-leon/,,,"August 5, 2024",No,,,,
Boomer Gallery CFE: The New Artist,,Nuevo Artista,,https://boomergallery.net/the-new-artist-call-for-artists,,,"August 5, 2024",No,,,,
Through a BIPOC Lens: Decolonizing Feminism,,Decolonizando Feminismo,,https://womanmade.org/call-for-art/,,,"August 5, 2024",No,,,,
Open Call: Emotion,,Emo,,https://www.saint-louis-art-oxford.co.uk/emotion-submission,,,"August 4, 2024",No,,,,
Premio Bienal de Artes Visuales Áreatec 2024 7° ed...,,Premio Bienal Artes Visuales,,https://www.areatec.com.ar/bienal2024,,,"August 4, 2024",No,,,,
Open Call: Dark,,,,https://www.saint-louis-art-oxford.co.uk/dark-submission,,,"August 4, 2024",No,,,,
Open Call: Colour,,Color,,https://www.saint-louis-art-oxford.co.uk/colour-junior-artists-exhibition,,,"August 4, 2024",No,,,,
CICA Museum International Exhibition: “Art Is”,,"Exhibición: ""Art Is""",,https://cicamuseum.com/call-for-artists-art-is-the-international-exhibition/,,,"August 4, 2024",No,,,,
Open Call: Orange,,,,https://www.saint-louis-art-oxford.co.uk/orange-global-online-exhibition,,,"August 4, 2024",No,,,,
Posterheroes convoca para diseño de cartel con el tema “¡Cometiendo Errores!”,Diseño Gráfico,Cartel “¡Cometiendo Errores!”,Global,https://www.recursosculturales.com/convocatoria-posterheroes/,,,"August 4, 2024",No,,,,
Main Street Gallery 2024 Fine Art Show & Sale,,Main St Gallery Art Show & Sale,,https://www.mainstreetcreatives.com/gallery-events,,,"August 3, 2024",No,,,,
9th Annual Waterscapes Art Competition,,9th Waterscapes Art Comp,,https://www.fusionartps.com/9th-annual-waterscapes-art-competition-2024/,,,"August 3, 2024",No,,,,
Gods & Monsters 2024,,G&Ms 2024,,https://www.oacmn.com/,,,"August 3, 2024",No,,,,
RESIDENCIA EPECUÉN Site-Specific Program,,EPECUÉN Site-Specif.,,https://residenciaepecuen.com.ar/residencia-epecuen/,,,"August 3, 2024",No,,,,
ARTCABBAGE PRIZE OPEN INTERNATIONAL JURIED ART COM...,,ARTCABBAGE PRIZE,,https://artcabbage.com/artcabbage-prize-international-art-contest/,,,"August 3, 2024",No,,,,
2025 Fall Artist-in-Residence Open Call,,Artista en 2025,,https://bemis.slideroom.com/#/login/program/76997,,,"August 3, 2024",No,,,,
ARTCABBAGE PRIZE,,ARTCABBAGE PRIZE,,https://artcabbage.com/artcabbage-prize-international-art-contest/,,,"August 3, 2024",No,,,,
Photography 4 Humanity 2024,,Fotografía 4 Humanity 2024,,https://www.photography4humanity.com/2024-global-prize,,,"August 3, 2024",No,,,,
Call for Artists,,,,https://www.brookfieldartists.org/?fbclid=IwAR2AyOS9O-hYJ0M5wz7qGoOtwLC2YPlAMIs-csfyh5JP-lr1aRLCbKlsnIY,,,"August 2, 2024",No,,,,
Open Call: Yellow,Convocatoria,Amarillo,Estados Unidos,https://www.saint-louis-art-oxford.co.uk/yellow-global-online-exhibition,,,"August 2, 2024",No,,,,
Concurso de Artes Gráficas “Los Colores de la Salu...,,,,https://grupocetep.cl/colores/,,,"August 2, 2024",No,,,,
14th Annual PleinAir Salon Online Art Competition,,14th PleinAir Salon Art Comp,,https://pleinairsalon.com/competition-rules/,,,"August 2, 2024",No,,,,
Spotlight Awards 2024,,Spotlight Awards 2024,,https://www.productionparadise.com/spotlight-awards/,,,"August 2, 2024",No,,,,
Dorland Mountain Arts Residency,,Dorland Mtn Arts,,https://www.dorlandartscolony.com/residency-information.html,,,"August 2, 2024",No,,,,
Premio Fundación Ibercaja de Pintura Joven 2024,,Premio Pintura Joven 2024,,https://www.fundacionibercaja.es/convocatorias/premio-fundacion-ibercaja-de-pintura-joven-2024/,,,"August 2, 2024",No,,,,
Summer Dreams Art Challenge,,Summer Dreams Art Chlg,,https://www.soulstashstudio.com/,,,"August 2, 2024",No,,,,
6th WATER International Juried Art Competition,,6th WATER Art Comp.,,https://www.teravarna.com/water-art-competition,,,"August 2, 2024",No,,,,
OPEN CALL: ASSOCIATION FOR VISUAL ARTS,,Convocatoria AVA,,https://www.ava.co.za/journal/2024/6/7/xnhwn8lk386ums9b3lmqllubxm52ap,,,"August 2, 2024",No,,,,
Silence Awareness Existence - Thematic residency p...,,Silence Awareness Existence,,https://www.arteles.org/sae_residency.html,,,"August 2, 2024",No,,,,
Orillas Nuevas: Programa de Apoyo a las Industrias...,,Orillas Nuevas,,https://orillasnuevas.org/,,,"August 2, 2024",No,,,,
19th Edition Arte Laguna Prize,,Arte Laguna Prize 19ª Ed.,,https://artelagunaprize.com/terms-and-conditions-2024/,,,"August 2, 2024",No,,,,
“TERRA EARTH” - A VIRTUAL EXHIBITION,,TERRA EARTH - EXHIBICIÓN VIRTUAL,,https://www.instagram.com/p/C63m5jboSFv/?hl=es,,,"August 2, 2024",No,,,,
Open Theme Online Art Competition,,,,https://tenmoirgallery.com/open-theme-art-competition/,,,"August 2, 2024",No,,,,
Residencias de Producción,,,,https://www.proyectoace.org/residencias/residencias-de-produccion/,,,"August 2, 2024",No,,,,
GLOBAL FINE ART PHOTOGRAPHY COMPETITION,,Comp. Fotografía Global,,https://www.candcgallerycompetition.com/competition-rules,,,"August 2, 2024",No,,,,
Blu-Sky Artist Award (BSAA),,Blu-Sky Artist Awd,,https://tenmoirgallery.com/blu-sky-emerging-artist-award/,,,"August 2, 2024",No,,,,
"2024 International Illustration Competition ""Art o...",,Comp. Internac. Ilustración 2024,,https://www.artonclimate.com/en,,,"August 2, 2024",No,,,,
Nature Exhibit,,Exhibición de Naturaleza,,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fdocs.google.com%2Fforms%2Fd%2Fe%2F1FAIpQLSf1RyvTtl5ZCugljP6HlqLlJuyUae_e_oSuLDvA5A93-WbGOw%2Fviewform&followup=https%3A%2F%2Fdocs.google.com%2Fforms%2Fd%2Fe%2F1FAIpQLSf1RyvTtl5ZCugljP6HlqLlJuyUae_e_oSuLDvA5A93-WbGOw%2Fviewform&ifkv=AdF4I741fg3-jFZxc3xdQRsTvfdrVYNhkvfLXxes-JDVtp6ZnbUqMQLe-1Vi0ba82clOyClDE7oBGg&ltmpl=forms&osid=1&passive=1209600&service=wise&flowName=GlifWebSignIn&flowEntry=ServiceLogin&dsh=S1225470674%3A1722368556330640&ddm=0,,,"August 2, 2024",No,,,,
